Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status,tokens,stopwords,stemmed_tokens
kurniadewish,19 - 24,"Normal, Medium Dark, Warm",3 months - 6 months,Tiktok Shop,5,Ya,"bagus banget bikin bruntusanku ilang, cocok disemua jenis kulit termasuk kulit kombinasi,suka banget sama teksturnya, cepet banget meresap kekulit, recommended banget buat yang pengen memperbaiki skin barierr, worth to buy gais. kalian wajib checkout",Asli,"['bagus', 'banget', 'bikin', 'bruntusanku', 'ilang', ',', 'cocok', 'disemua', 'jenis', 'kulit', 'termasuk', 'kulit', 'kombinasi', ',', 'suka', 'banget', 'sama', 'teksturnya', ',', 'cepet', 'banget', 'meresap', 'kekulit', ',', 'recommended', 'banget', 'buat', 'yang', 'pengen', 'memperbaiki', 'skin', 'barierr', ',', 'worth', 'to', 'buy', 'gais', '.', 'kalian', 'wajib', 'checkout']","['bagus', 'banget', 'bikin', 'bruntusanku', 'ilang', ',', 'cocok', 'disemua', 'jenis', 'kulit', 'kulit', 'kombinasi', ',', 'suka', 'banget', 'teksturnya', ',', 'cepet', 'banget', 'meresap', 'kekulit', ',', 'recommended', 'banget', 'pengen', 'memperbaiki', 'skin', 'barierr', ',', 'worth', 'to', 'buy', 'gais', '.', 'wajib', 'checkout']","['bagus', 'banget', 'bikin', 'bruntusanku', 'ilang', '', 'cocok', 'semua', 'jenis', 'kulit', 'kulit', 'kombinasi', '', 'suka', 'banget', 'tekstur', '', 'cepet', 'banget', 'resap', 'kulit', '', 'recommended', 'banget', 'ken', 'baik', 'skin', 'barierr', '', 'worth', 'to', 'buy', 'gais', '', 'wajib', 'checkout']"
luvisnz,19 - 24,"Combination, Medium Light, Cool",1 month - 3 months,Shopee,5,Ya,"Skintific ini moisturizer favorit aku, udah repurchase yang ke 3 kali. Teksturnya ringan, mudah menyerap ke kulit. Aku punya tipe kulit kering, jadi cocok banget pake ini karena beneran bisa menghidrasi kulit. Tapi sayangnya untuk harga emang agak pricy, but it's recommended.",Asli,"['Skintific', 'ini', 'moisturizer', 'favorit', 'aku', ',', 'udah', 'repurchase', 'yang', 'ke', '3', 'kali', '.', 'Teksturnya', 'ringan', ',', 'mudah', 'menyerap', 'ke', 'kulit', '.', 'Aku', 'punya', 'tipe', 'kulit', 'kering', ',', 'jadi', 'cocok', 'banget', 'pake', 'ini', 'karena', 'beneran', 'bisa', 'menghidrasi', 'kulit', '.', 'Tapi', 'sayangnya', 'untuk', 'harga', 'emang', 'agak', 'pricy', ',', 'but', 'it', ""'s"", 'recommended', '.']","['Skintific', 'moisturizer', 'favorit', ',', 'udah', 'repurchase', '3', 'kali', '.', 'Teksturnya', 'ringan', ',', 'mudah', 'menyerap', 'kulit', '.', 'tipe', 'kulit', 'kering', ',', 'cocok', 'banget', 'pake', 'beneran', 'menghidrasi', 'kulit', '.', 'sayangnya', 'harga', 'emang', 'pricy', ',', 'but', 'it', ""'s"", 'recommended', '.']","['skintific', 'moisturizer', 'favorit', '', 'udah', 'repurchase', '3', 'kali', '', 'tekstur', 'ringan', '', 'mudah', 'serap', 'kulit', '', 'tipe', 'kulit', 'kering', '', 'cocok', 'banget', 'pake', 'beneran', 'hidrasi', 'kulit', '', 'sayang', 'harga', 'emang', 'pricy', '', 'but', 'it', 's', 'recommended', '']"
syifa_aa,19 - 24,"Oily, Medium Light, Neutral",More than 1 year,Shopee,5,Ya,Moisterizer yang paling cocok dan bantu hidrasi kulit aku yang berjerawat (Sesuai dengan calimnya yang bilang membantu memperbaiki skin barrier). Ga ngerti lagi udah berpaa kali purchase soalnya emang bener bener produk moist tercocok yang pernah aku pake,Asli,"['Moisterizer', 'yang', 'paling', 'cocok', 'dan', 'bantu', 'hidrasi', 'kulit', 'aku', 'yang', 'berjerawat', '(', 'Sesuai', 'dengan', 'calimnya', 'yang', 'bilang', 'membantu', 'memperbaiki', 'skin', 'barrier', ')', '.', 'Ga', 'ngerti', 'lagi', 'udah', 'berpaa', 'kali', 'purchase', 'soalnya', 'emang', 'bener', 'bener', 'produk', 'moist', 'tercocok', 'yang', 'pernah', 'aku', 'pake']","['Moisterizer', 'cocok', 'bantu', 'hidrasi', 'kulit', 'berjerawat', '(', 'Sesuai', 'calimnya', 'bilang', 'membantu', 'memperbaiki', 'skin', 'barrier', ')', '.', 'Ga', 'ngerti', 'udah', 'berpaa', 'kali', 'purchase', 'emang', 'bener', 'bener', 'produk', 'moist', 'tercocok', 'pake']","['moisterizer', 'cocok', 'bantu', 'hidrasi', 'kulit', 'jerawat', '', 'sesuai', 'calimnya', 'bilang', 'bantu', 'baik', 'skin', 'barrier', '', '', 'ga', 'ngerti', 'udah', 'berpaa', 'kali', 'purchase', 'emang', 'bener', 'bener', 'produk', 'moist', 'cocok', 'pake']"
azzahrafadilahg,19 - 24,Unknown,More than 1 year,Female Daily Studio,5,Ya,"ini moisturizer terbagus sepanjang masa karena dia memang bener bener bikin kulit jadi lembab seharian, dia juga repair skin barrier dan cocok buat semua jenis kulit, harganya juga terjangkau untuk mahasiswa, moisturizer the best, best value aku",Palsu,"['ini', 'moisturizer', 'terbagus', 'sepanjang', 'masa', 'karena', 'dia', 'memang', 'bener', 'bener', 'bikin', 'kulit', 'jadi', 'lembab', 'seharian', ',', 'dia', 'juga', 'repair', 'skin', 'barrier', 'dan', 'cocok', 'buat', 'semua', 'jenis', 'kulit', ',', 'harganya', 'juga', 'terjangkau', 'untuk', 'mahasiswa', ',', 'moisturizer', 'the', 'best', ',', 'best', 'value', 'aku']","['moisturizer', 'terbagus', 'bener', 'bener', 'bikin', 'kulit', 'lembab', 'seharian', ',', 'repair', 'skin', 'barrier', 'cocok', 'jenis', 'kulit', ',', 'harganya', 'terjangkau', 'mahasiswa', ',', 'moisturizer', 'the', 'best', ',', 'best', 'value']","['moisturizer', 'bagus', 'bener', 'bener', 'bikin', 'kulit', 'lembab', 'hari', '', 'repair', 'skin', 'barrier', 'cocok', 'jenis', 'kulit', '', 'harga', 'jangkau', 'mahasiswa', '', 'moisturizer', 'the', 'best', '', 'best', 'value']"
sarahahahaha,19 - 24,"Oily, Medium, Neutral",3 months - 6 months,Instagram,5,Ya,"Skintific 5X Ceramide Barrier Repair Moisture Gell ini cocok banget sama kuliat aku yang sensitif, bisa ngeredamin jerawat aku yang ga pernah berenti muncul dan bisa memperbaikin skinbarrier aku walaupun waktunya lumayan agak lama tpi bagus.",Asli,"['Skintific', '5X', 'Ceramide', 'Barrier', 'Repair', 'Moisture', 'Gell', 'ini', 'cocok', 'banget', 'sama', 'kuliat', 'aku', 'yang', 'sensitif', ',', 'bisa', 'ngeredamin', 'jerawat', 'aku', 'yang', 'ga', 'pernah', 'berenti', 'muncul', 'dan', 'bisa', 'memperbaikin', 'skinbarrier', 'aku', 'walaupun', 'waktunya', 'lumayan', 'agak', 'lama', 'tpi', 'bagus', '.']","['Skintific', '5X', 'Ceramide', 'Barrier', 'Repair', 'Moisture', 'Gell', 'cocok', 'banget', 'kuliat', 'sensitif', ',', 'ngeredamin', 'jerawat', 'ga', 'berenti', 'muncul', 'memperbaikin', 'skinbarrier', 'lumayan', 'tpi', 'bagus', '.']","['skintific', '5x', 'ceramide', 'barrier', 'repair', 'moisture', 'gell', 'cocok', 'banget', 'liat', 'sensitif', '', 'ngeredamin', 'jerawat', 'ga', 'renti', 'muncul', 'memperbaikin', 'skinbarrier', 'lumayan', 'tpi', 'bagus', '']"
Zamizami,19 - 24,"Normal, Medium, Neutral",6 months - 1 year,Shopee,5,Ya,Produknya oke melembabkan dan sangat recommend untuk yang fokusnya buat benerin skin barier. Moist ini punya wangi yang bener bener slight banget ga nyengat dan untuk yang punya kulit sensitif kaya aku juga produk ini bener bener oke banget,Asli,"['Produknya', 'oke', 'melembabkan', 'dan', 'sangat', 'recommend', 'untuk', 'yang', 'fokusnya', 'buat', 'benerin', 'skin', 'barier', '.', 'Moist', 'ini', 'punya', 'wangi', 'yang', 'bener', 'bener', 'slight', 'banget', 'ga', 'nyengat', 'dan', 'untuk', 'yang', 'punya', 'kulit', 'sensitif', 'kaya', 'aku', 'juga', 'produk', 'ini', 'bener', 'bener', 'oke', 'banget']","['Produknya', 'oke', 'melembabkan', 'recommend', 'fokusnya', 'benerin', 'skin', 'barier', '.', 'Moist', 'wangi', 'bener', 'bener', 'slight', 'banget', 'ga', 'nyengat', 'kulit', 'sensitif', 'kaya', 'produk', 'bener', 'bener', 'oke', 'banget']","['produk', 'oke', 'melembabkan', 'recommend', 'fokus', 'benerin', 'skin', 'barier', '', 'moist', 'wangi', 'bener', 'bener', 'slight', 'banget', 'ga', 'nyengat', 'kulit', 'sensitif', 'kaya', 'produk', 'bener', 'bener', 'oke', 'banget']"
Lindamrgth30,19 - 24,"Dry, Light, Cool",1 week - 1 month,Female Daily Studio,5,Ya,"Suka sma moisturizer dari Skintific karena sebagus itu ada kandungan ceramidenya yang bikin kulit lebih lembab, lembut, dan tetap terjaga. Selalu aku pake rutin tiap hari sebel beraktivitas untuk memperbaiki skin barrier yang rusak bagus banget",Palsu,"['Suka', 'sma', 'moisturizer', 'dari', 'Skintific', 'karena', 'sebagus', 'itu', 'ada', 'kandungan', 'ceramidenya', 'yang', 'bikin', 'kulit', 'lebih', 'lembab', ',', 'lembut', ',', 'dan', 'tetap', 'terjaga', '.', 'Selalu', 'aku', 'pake', 'rutin', 'tiap', 'hari', 'sebel', 'beraktivitas', 'untuk', 'memperbaiki', 'skin', 'barrier', 'yang', 'rusak', 'bagus', 'banget']","['Suka', 'sma', 'moisturizer', 'Skintific', 'sebagus', 'kandungan', 'ceramidenya', 'bikin', 'kulit', 'lembab', ',', 'lembut', ',', 'terjaga', '.', 'pake', 'rutin', 'sebel', 'beraktivitas', 'memperbaiki', 'skin', 'barrier', 'rusak', 'bagus', 'banget']","['suka', 'sma', 'moisturizer', 'skintific', 'bagus', 'kandung', 'ceramidenya', 'bikin', 'kulit', 'lembab', '', 'lembut', '', 'jaga', '', 'pake', 'rutin', 'sebel', 'aktivitas', 'baik', 'skin', 'barrier', 'rusak', 'bagus', 'banget']"
Zahra17,25 - 29,"Dry, Medium, Neutral",More than 1 year,Shopee,5,Ya,"My holy grail moisturizer. Pertama kali beli thun 2022, pas lg jerawatan parah dn gk kunjung sembuh pdhl bentar lg wisuda. Wktu itu harganya masih 90ribuan dn spatulany msh gede bgt. Skrang udh 130ribuan trus spatulany udh kecil dn bisa masuk di jar-nya. Teksturny ringan bgt dan gampang nyerap. Meredakan kemerahan dn bagus bgt buat dipake sehabis eksfoliasi. Aku dlu sering bgt coba2 serum acne, sampe bikin kulitku kering kerontang, trus kalo ad serum yg gk cocok, sllu pake ini sbg penyelamat. Alhamdulillah sepekan kemudian, kulit bakal jd mendingan bgt dn lbh moist. Produk ini terbilang mahal dn cepet bgt abis, makany skrng aku lg coba-coba moisturizer yg lebih affordable, tapi produk ini tetap sllu standby di rak Skincare sih, buat jaga-jaga jgn smpe moisturizer atau skincare lain yg lg kucoba ternyata gk cocok. Intiny meskipun mahal dn cepet abis, aku ttp repuchase. Kalau punya rezeki lebih, aku biasanya beli yg 80 gram, lebih hemat, bisa buat 3 bulan",Asli,"['My', 'holy', 'grail', 'moisturizer', '.', 'Pertama', 'kali', 'beli', 'thun', '2022', ',', 'pas', 'lg', 'jerawatan', 'parah', 'dn', 'gk', 'kunjung', 'sembuh', 'pdhl', 'bentar', 'lg', 'wisuda', '.', 'Wktu', 'itu', 'harganya', 'masih', '90ribuan', 'dn', 'spatulany', 'msh', 'gede', 'bgt', '.', 'Skrang', 'udh', '130ribuan', 'trus', 'spatulany', 'udh', 'kecil', 'dn', 'bisa', 'masuk', 'di', 'jar', '-', 'nya', '.', 'Teksturny', 'ringan', 'bgt', 'dan', 'gampang', 'nyerap', '.', 'Meredakan', 'kemerahan', 'dn', 'bagus', 'bgt', 'buat', 'dipake', 'sehabis', 'eksfoliasi', '.', 'Aku', 'dlu', 'sering', 'bgt', 'coba2', 'serum', 'acne', ',', 'sampe', 'bikin', 'kulitku', 'kering', 'kerontang', ',', 'trus', 'kalo', 'ad', 'serum', 'yg', 'gk', 'cocok', ',', 'sllu', 'pake', 'ini', 'sbg', 'penyelamat', '.', 'Alhamdulillah', 'sepekan', 'kemudian', ',', 'kulit', 'bakal', 'jd', 'mendingan', 'bgt', 'dn', 'lbh', 'moist', '.', 'Produk', 'ini', 'terbilang', 'mahal', 'dn', 'cepet', 'bgt', 'abis', ',', 'makany', 'skrng', 'aku', 'lg', 'coba', '-', 'coba', 'moisturizer', 'yg', 'lebih', 'affordable', ',', 'tapi', 'produk', 'ini', 'tetap', 'sllu', 'standby', 'di', 'rak', 'Skincare', 'sih', ',', 'buat', 'jaga', '-', 'jaga', 'jgn', 'smpe', 'moisturizer', 'atau', 'skincare', 'lain', 'yg', 'lg', 'kucoba', 'ternyata', 'gk', 'cocok', '.', 'Intiny', 'meskipun', 'mahal', 'dn', 'cepet', 'abis', ',', 'aku', 'ttp', 'repuchase', '.', 'Kalau', 'punya', 'rezeki', 'lebih', ',', 'aku', 'biasanya', 'beli', 'yg', '80', 'gram', ',', 'lebih', 'hemat', ',', 'bisa', 'buat', '3', 'bulan']","['My', 'holy', 'grail', 'moisturizer', '.', 'kali', 'beli', 'thun', '2022', ',', 'pas', 'lg', 'jerawatan', 'parah', 'dn', 'gk', 'kunjung', 'sembuh', 'pdhl', 'bentar', 'lg', 'wisuda', '.', 'Wktu', 'harganya', '90ribuan', 'dn', 'spatulany', 'msh', 'gede', 'bgt', '.', 'Skrang', 'udh', '130ribuan', 'trus', 'spatulany', 'udh', 'dn', 'masuk', 'jar', '-', 'nya', '.', 'Teksturny', 'ringan', 'bgt', 'gampang', 'nyerap', '.', 'Meredakan', 'kemerahan', 'dn', 'bagus', 'bgt', 'dipake', 'sehabis', 'eksfoliasi', '.', 'dlu', 'bgt', 'coba2', 'serum', 'acne', ',', 'sampe', 'bikin', 'kulitku', 'kering', 'kerontang', ',', 'trus', 'kalo', 'ad', 'serum', 'yg', 'gk', 'cocok', ',', 'sllu', 'pake', 'sbg', 'penyelamat', '.', 'Alhamdulillah', 'sepekan', ',', 'kulit', 'jd', 'mendingan', 'bgt', 'dn', 'lbh', 'moist', '.', 'Produk', 'terbilang', 'mahal', 'dn', 'cepet', 'bgt', 'abis', ',', 'makany', 'skrng', 'lg', 'coba', '-', 'coba', 'moisturizer', 'yg', 'affordable', ',', 'produk', 'sllu', 'standby', 'rak', 'Skincare', 'sih', ',', 'jaga', '-', 'jaga', 'jgn', 'smpe', 'moisturizer', 'skincare', 'yg', 'lg', 'kucoba', 'gk', 'cocok', '.', 'Intiny', 'mahal', 'dn', 'cepet', 'abis', ',', 'ttp', 'repuchase', '.', 'rezeki', ',', 'beli', 'yg', '80', 'gram', ',', 'hemat', ',', '3']","['my', 'holy', 'grail', 'moisturizer', '', 'kali', 'beli', 'thun', '2022', '', 'pas', 'lg', 'jerawat', 'parah', 'dn', 'gk', 'kunjung', 'sembuh', 'pdhl', 'bentar', 'lg', 'wisuda', '', 'wktu', 'harga', '90ribuan', 'dn', 'spatulany', 'msh', 'gede', 'bgt', '', 'skrang', 'udh', '130ribuan', 'trus', 'spatulany', 'udh', 'dn', 'masuk', 'jar', '-', 'nya', '', 'teksturny', 'ringan', 'bgt', 'gampang', 'nyerap', '', 'reda', 'merah', 'dn', 'bagus', 'bgt', 'dipake', 'habis', 'eksfoliasi', '', 'dlu', 'bgt', 'coba2', 'serum', 'acne', '', 'sampe', 'bikin', 'kulit', 'kering', 'kerontang', '', 'trus', 'kalo', 'ad', 'serum', 'yg', 'gk', 'cocok', '', 'sllu', 'pake', 'sbg', 'selamat', '', 'alhamdulillah', 'pek', '', 'kulit', 'jd', 'mending', 'bgt', 'dn', 'lbh', 'moist', '', 'produk', 'bilang', 'mahal', 'dn', 'cepet', 'bgt', 'abis', '', 'makany', 'skrng', 'lg', 'coba', '-', 'coba', 'moisturizer', 'yg', 'affordable', '', 'produk', 'sllu', 'standby', 'rak', 'skincare', 'sih', '', 'jaga', '-', 'jaga', 'jgn', 'smpe', 'moisturizer', 'skincare', 'yg', 'lg', 'coba', 'gk', 'cocok', '', 'intiny', 'mahal', 'dn', 'cepet', 'abis', '', 'ttp', 'repuchase', '', 'rezeki', '', 'beli', 'yg', '80', 'gram', '', 'hemat', '', '3']"
salsa_munika,19 - 24,"Combination, Light, Cool",1 week - 1 month,Shopee,5,Ya,"ini moisturaizer sangat bagus dan mencerahkan tetapi butuh beberapa jar untul hasil yang memuaskan, aku sudab pakai hampir 4 jar itu hasil bright real!!pokonya sangat rekomendasi, bagus juga buat skinbarrier yang rusak.harganya sangat terjangkau dan sangat worth it to buyðŸ˜",Asli,"['ini', 'moisturaizer', 'sangat', 'bagus', 'dan', 'mencerahkan', 'tetapi', 'butuh', 'beberapa', 'jar', 'untul', 'hasil', 'yang', 'memuaskan', ',', 'aku', 'sudab', 'pakai', 'hampir', '4', 'jar', 'itu', 'hasil', 'bright', 'real!!pokonya', 'sangat', 'rekomendasi', ',', 'bagus', 'juga', 'buat', 'skinbarrier', 'yang', 'rusak.harganya', 'sangat', 'terjangkau', 'dan', 'sangat', 'worth', 'it', 'to', 'buyðŸ˜\x8d']","['moisturaizer', 'bagus', 'mencerahkan', 'butuh', 'jar', 'untul', 'hasil', 'memuaskan', ',', 'sudab', 'pakai', '4', 'jar', 'hasil', 'bright', 'real!!pokonya', 'rekomendasi', ',', 'bagus', 'skinbarrier', 'rusak.harganya', 'terjangkau', 'worth', 'it', 'to', 'buyðŸ˜\x8d']","['moisturaizer', 'bagus', 'cerah', 'butuh', 'jar', 'untul', 'hasil', 'muas', '', 'sudab', 'pakai', '4', 'jar', 'hasil', 'bright', 'real poko', 'rekomendasi', '', 'bagus', 'skinbarrier', 'rusak harga', 'jangkau', 'worth', 'it', 'to', 'buy']"
rereorre_9,19 - 24,"Combination, Medium, Cool",6 months - 1 year,Shopee,5,Ya,Jujur pas muka aku skin barrier rusam bingung harus pake produk apa dan banyak yang rekomen skintifict pas pertama pake langsung jatuh cinta karena bener bener nyembuhin muka aku yang rusak dari tekstur pun bisa semua jenis kulit nerima karena emang baguss,Asli,"['Jujur', 'pas', 'muka', 'aku', 'skin', 'barrier', 'rusam', 'bingung', 'harus', 'pake', 'produk', 'apa', 'dan', 'banyak', 'yang', 'rekomen', 'skintifict', 'pas', 'pertama', 'pake', 'langsung', 'jatuh', 'cinta', 'karena', 'bener', 'bener', 'nyembuhin', 'muka', 'aku', 'yang', 'rusak', 'dari', 'tekstur', 'pun', 'bisa', 'semua', 'jenis', 'kulit', 'nerima', 'karena', 'emang', 'baguss']","['Jujur', 'pas', 'muka', 'skin', 'barrier', 'rusam', 'bingung', 'pake', 'produk', 'rekomen', 'skintifict', 'pas', 'pake', 'langsung', 'jatuh', 'cinta', 'bener', 'bener', 'nyembuhin', 'muka', 'rusak', 'tekstur', 'jenis', 'kulit', 'nerima', 'emang', 'baguss']","['jujur', 'pas', 'muka', 'skin', 'barrier', 'rusam', 'bingung', 'pake', 'produk', 'rekomen', 'skintifict', 'pas', 'pake', 'langsung', 'jatuh', 'cinta', 'bener', 'bener', 'nyembuhin', 'muka', 'rusak', 'tekstur', 'jenis', 'kulit', 'nerima', 'emang', 'baguss']"
axns_ndriani,19 - 24,"Combination, Medium Light, Neutral",More than 1 year,XBeauty by Female Daily,5,Ya,"Sumpahh skintificc emanggg debest dariiii semuaa lagui variantttttt iniii paling thee besttt di kulittt akuuu â¤ï¸â¤ï¸â¤ï¸â¤ï¸, inijugaaa murah di kantong sii untuk harga segitu tapiu kualitass bener bener gabisa bohonggg gaaissss ayolll cepatt belii",Asli,"['Sumpahh', 'skintificc', 'emanggg', 'debest', 'dariiii', 'semuaa', 'lagui', 'variantttttt', 'iniii', 'paling', 'thee', 'besttt', 'di', 'kulittt', 'akuuu', 'â\x9d¤ï¸\x8fâ\x9d¤ï¸\x8fâ\x9d¤ï¸\x8fâ\x9d¤ï¸\x8f', ',', 'inijugaaa', 'murah', 'di', 'kantong', 'sii', 'untuk', 'harga', 'segitu', 'tapiu', 'kualitass', 'bener', 'bener', 'gabisa', 'bohonggg', 'gaaissss', 'ayolll', 'cepatt', 'belii']","['Sumpahh', 'skintificc', 'emanggg', 'debest', 'dariiii', 'semuaa', 'lagui', 'variantttttt', 'iniii', 'thee', 'besttt', 'kulittt', 'akuuu', 'â\x9d¤ï¸\x8fâ\x9d¤ï¸\x8fâ\x9d¤ï¸\x8fâ\x9d¤ï¸\x8f', ',', 'inijugaaa', 'murah', 'kantong', 'sii', 'harga', 'segitu', 'tapiu', 'kualitass', 'bener', 'bener', 'gabisa', 'bohonggg', 'gaaissss', 'ayolll', 'cepatt', 'belii']","['sumpahh', 'skintificc', 'emanggg', 'debest', 'dariiii', 'semuaa', 'lagu', 'variantttttt', 'iniii', 'thee', 'besttt', 'kulittt', 'akuuu', '', '', 'inijugaaa', 'murah', 'kantong', 'sii', 'harga', 'segitu', 'tapiu', 'kualitass', 'bener', 'bener', 'gabisa', 'bohonggg', 'gaaissss', 'ayolll', 'cepatt', 'beli']"
Garnis_Pramesti,19 - 24,"Normal, Medium, Neutral",More than 1 year,FD Flash Sale,5,Ya,"Mousturizer yang enteng banget dipake, ga bikin kulit jadi berminyak, gambang menyerap, dan sangat memperbaiki skin barrier yang lagi rusak. Cocok banget untuk daily, apalagi untuk makeup base. Mudah dibawa kemana mana karena kemasan yang aman.",Asli,"['Mousturizer', 'yang', 'enteng', 'banget', 'dipake', ',', 'ga', 'bikin', 'kulit', 'jadi', 'berminyak', ',', 'gambang', 'menyerap', ',', 'dan', 'sangat', 'memperbaiki', 'skin', 'barrier', 'yang', 'lagi', 'rusak', '.', 'Cocok', 'banget', 'untuk', 'daily', ',', 'apalagi', 'untuk', 'makeup', 'base', '.', 'Mudah', 'dibawa', 'kemana', 'mana', 'karena', 'kemasan', 'yang', 'aman', '.']","['Mousturizer', 'enteng', 'banget', 'dipake', ',', 'ga', 'bikin', 'kulit', 'berminyak', ',', 'gambang', 'menyerap', ',', 'memperbaiki', 'skin', 'barrier', 'rusak', '.', 'Cocok', 'banget', 'daily', ',', 'makeup', 'base', '.', 'Mudah', 'dibawa', 'kemana', 'kemasan', 'aman', '.']","['mousturizer', 'enteng', 'banget', 'dipake', '', 'ga', 'bikin', 'kulit', 'minyak', '', 'gambang', 'serap', '', 'baik', 'skin', 'barrier', 'rusak', '', 'cocok', 'banget', 'daily', '', 'makeup', 'base', '', 'mudah', 'bawa', 'mana', 'kemas', 'aman', '']"
Giidz_dnwm,19 - 24,"Combination, Medium Light, Neutral",1 month - 3 months,Official Brand Store,4,Ya,"Jujur ini moisturizer paling bagus sih menurut aku, dia tuh ga lengket dikulit dan cepet banget nyerapnya jadi ga yang harus nunggu lama, terus beneran dia ngejaga banget skin barrier aku pokoknya bagus banget sih, kalau mutihin dia enggak cuman agak nyerahin gitu jadi ga bikin kusam",Asli,"['Jujur', 'ini', 'moisturizer', 'paling', 'bagus', 'sih', 'menurut', 'aku', ',', 'dia', 'tuh', 'ga', 'lengket', 'dikulit', 'dan', 'cepet', 'banget', 'nyerapnya', 'jadi', 'ga', 'yang', 'harus', 'nunggu', 'lama', ',', 'terus', 'beneran', 'dia', 'ngejaga', 'banget', 'skin', 'barrier', 'aku', 'pokoknya', 'bagus', 'banget', 'sih', ',', 'kalau', 'mutihin', 'dia', 'enggak', 'cuman', 'agak', 'nyerahin', 'gitu', 'jadi', 'ga', 'bikin', 'kusam']","['Jujur', 'moisturizer', 'bagus', 'sih', ',', 'tuh', 'ga', 'lengket', 'dikulit', 'cepet', 'banget', 'nyerapnya', 'ga', 'nunggu', ',', 'beneran', 'ngejaga', 'banget', 'skin', 'barrier', 'pokoknya', 'bagus', 'banget', 'sih', ',', 'mutihin', 'cuman', 'nyerahin', 'gitu', 'ga', 'bikin', 'kusam']","['jujur', 'moisturizer', 'bagus', 'sih', '', 'tuh', 'ga', 'lengket', 'kulit', 'cepet', 'banget', 'nyerapnya', 'ga', 'nunggu', '', 'beneran', 'ngejaga', 'banget', 'skin', 'barrier', 'pokok', 'bagus', 'banget', 'sih', '', 'mutihin', 'cuman', 'nyerahin', 'gitu', 'ga', 'bikin', 'kusam']"
millayudhaw,25 - 29,"Combination, Medium Dark, Neutral",6 months - 1 year,Brand Website,4,Ya,"Teksture gell enak banget jerawat aku hilang muka juga jadi lembab banget udah belil bierapakali juga , lain kali mau beli yg lain juga udh coba yg panthenol juga suka banget!! Lain kali beli yg lain kak . Next product apa ya kira2 yg harus aku beli..",Asli,"['Teksture', 'gell', 'enak', 'banget', 'jerawat', 'aku', 'hilang', 'muka', 'juga', 'jadi', 'lembab', 'banget', 'udah', 'belil', 'bierapakali', 'juga', ',', 'lain', 'kali', 'mau', 'beli', 'yg', 'lain', 'juga', 'udh', 'coba', 'yg', 'panthenol', 'juga', 'suka', 'banget', '!', '!', 'Lain', 'kali', 'beli', 'yg', 'lain', 'kak', '.', 'Next', 'product', 'apa', 'ya', 'kira2', 'yg', 'harus', 'aku', 'beli', '..']","['Teksture', 'gell', 'enak', 'banget', 'jerawat', 'hilang', 'muka', 'lembab', 'banget', 'udah', 'belil', 'bierapakali', ',', 'kali', 'beli', 'yg', 'udh', 'coba', 'yg', 'panthenol', 'suka', 'banget', '!', '!', 'kali', 'beli', 'yg', 'kak', '.', 'Next', 'product', 'ya', 'kira2', 'yg', 'beli', '..']","['teksture', 'gell', 'enak', 'banget', 'jerawat', 'hilang', 'muka', 'lembab', 'banget', 'udah', 'belil', 'bierapakali', '', 'kali', 'beli', 'yg', 'udh', 'coba', 'yg', 'panthenol', 'suka', 'banget', '', '', 'kali', 'beli', 'yg', 'kak', '', 'next', 'product', 'ya', 'kira2', 'yg', 'beli', '']"
annisafitri_01,25 - 29,"Normal, Medium Light, Neutral",Less than 1 week,Female Daily Studio,5,Ya,"Bagus bangettt pokoknya bikin kulit jadi kenyal dan bening, awalnya coba"" ternyata cocoks alhamdullilah bakal repeat order sih pokoknya kalian harusss cobaaa sih viral bukan sembarang viralll yaa gaessss, pengen cepett beli lagi biar makin mantap",Palsu,"['Bagus', 'bangettt', 'pokoknya', 'bikin', 'kulit', 'jadi', 'kenyal', 'dan', 'bening', ',', 'awalnya', 'coba', '""', 'ternyata', 'cocoks', 'alhamdullilah', 'bakal', 'repeat', 'order', 'sih', 'pokoknya', 'kalian', 'harusss', 'cobaaa', 'sih', 'viral', 'bukan', 'sembarang', 'viralll', 'yaa', 'gaessss', ',', 'pengen', 'cepett', 'beli', 'lagi', 'biar', 'makin', 'mantap']","['Bagus', 'bangettt', 'pokoknya', 'bikin', 'kulit', 'kenyal', 'bening', ',', 'coba', '""', 'cocoks', 'alhamdullilah', 'repeat', 'order', 'sih', 'pokoknya', 'harusss', 'cobaaa', 'sih', 'viral', 'sembarang', 'viralll', 'yaa', 'gaessss', ',', 'pengen', 'cepett', 'beli', 'biar', 'mantap']","['bagus', 'bangettt', 'pokok', 'bikin', 'kulit', 'kenyal', 'bening', '', 'coba', '', 'cocoks', 'alhamdullilah', 'repeat', 'order', 'sih', 'pokok', 'harusss', 'cobaaa', 'sih', 'viral', 'sembarang', 'viralll', 'yaa', 'gaessss', '', 'ken', 'cepett', 'beli', 'biar', 'mantap']"
