Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status
kireyjung,25 - 29,"Combination, Light, Cool",1 month - 3 months,Shopee,3,Tidak,"Penasaran karena viral. Produknya melembab, sesuai claim, melted di kulit, kalo pake ini siang & malam, terutama kalo malam pake, besok paginya kulit jadi plumpy. Teksturnya lembut & cepat meresap. Kemasan jar isi 30gr kayaknya, kalo buat dipake tiap hari lumayan ya, sebulan bisa abis 1jar. Harganya pricey buat aku wkwk, 2 bulan aku udah abis 2jar dan bikin boncos juga sih hehe. Repurchase? No more.",Asli
Egacinthia,25 - 29,"Combination, Medium, Neutral",1 month - 3 months,Shopee,5,Ya,"moisturizer yang ringan dan cepet meresap, enakk banget teksturnya, bikin wajah lembab juga. bener bener bisa bikin skin barier ku membaikk. tidak bikin kusam tapi ga bikin cerah juga. bisa calming jerawat yg baru muncul.",Asli
halatakwim,25 - 29,"Normal, Medium, Neutral",6 months - 1 year,Official Brand Store,5,Ya,"Definisi pelembab dengan tekstur gel yang ringan, mudah di apply, gak ada aromanya, warnanya putih. Ada aplikator buat ngambil produknya juga. Bikin wajah lembab, memperbaiki skin barrier, gak mudah jerawatan. Kulit wajah jadi lebih sehat.",Palsu
salsabiladhea,19 - 24,"Dry, Light, Cool",1 month - 3 months,Shopee,3,Ya,"Selama aku pakai moist cream ini, merasa seger dan fresh gitu sih, cuman kayaknya ini ga semua cocok di kulit orang orang tertentu karena di tipe kulitku yang kering ini, ini kurang cocok karena aku jadi sedikit beruntusan gitu keluar kecil kecil, gatau karna pakenya kebanyakkan atau emang gacocok, jadi waktu itu aku stop, cuman dipake adek aku yg oily dan acne skin ini cocokkk!!!",Asli
windirahmawati,18 and Under,"Oily, Medium, Neutral",Less than 1 week,Shopee,1,Tidak,"i hate this produck so much!!!! 3 hari pake langsung kena fungal acne terparah sampe kelopak mata dan bawah rahang deket leher, gue bukan buzzer produk lain, i swear to god.2 kali kena fungal acne karna produk ini. yang pertama gue kira karna produk lain karna baru coba skincare lain juga, oke gue stop.gue kira produk dia aman makanya gue pake lagi buat yang kedua kali, dannnn fungal acne nya lebih parah dari sebelumnyaâ€¼ï¸â€¼ï¸â€¼ï¸â€¼ï¸byee skintific moist biru.",Asli
najwaaulia_18,19 - 24,"Oily, Medium, Neutral",6 months - 1 year,Shopee,5,Ya,moisturizer ini salah satu yg buat skin barrier aku membaik karena dlu pernah salah pake produk yg gk cocok dan buat kulit aku sensitif bgt pake apapun dan alhasil balik ke basic skincare. udh repurchase 5x lebih dan pake konsisten akhirnya kulit aku udh gk sensitif lagi.,Asli
fatharawrrr,30 - 34,"Oily, Medium Light, Warm",More than 1 year,Shopee,5,Ya,"Ini sumpah ga ada gantinya!!! Aku acne fighter, dan kek jdi muncul satu dua aja loh pake ini, cuma pake ini dan 1 minggu 2x aku pake peeling serum elformula.Sempet coba ke skin1004 dan breakout parah, emng ga bisa move on sih dri moist satu ini!!!!",Asli
jellybeans210,19 - 24,"Combination, Medium Light, Neutral",1 month - 3 months,Shopee,3,Tidak,"moisturizer ini aku beli karena viral ya , katanya bagus bangettp utk aku yg tipe mukanya dry-combi ini tu kurang ngelembapin , nth mmg kurang cocok di aku atau gmnpas di pake ya gitu2 aja gak ada perubahan apapunrepurchase ? g dlu de .",Asli
Mauliya_03,25 - 29,"Dry, Medium, Neutral",1 month - 3 months,Shopee,3,Tidak,"kulit aku type dry , kemarin awal pakai lumayan ngebantu buat ngelembabpin tpi sofar yang ak rasa cuma lembab aja dan itu gak bertahan lama, gak bsa ngecerahin jgamenurut aku kurang klo di produk ini",Asli
Ethellizta,19 - 24,"Dry, Light, Cool",Less than 1 week,Using my sisterâ€™s,4,Ya,"I only use this alone without the rest of the barrier repair series, bnrn cuma moisturizernya aja. Tpi aku kombinasiin sm toner cicanya originote.Ganyampe seminggu kulitku mendingan bgt yg awalnya merah2 iritasi bnyk tiny bumps (malah bimpsnya sempet makin merah makin gede pas make avane restorative cream ðŸ˜­)Pas pake moist ini ko jdi ngempes, bbrp bumps ilang, merah2nya jg berkurang bgt ðŸ˜­ less in a week???? Fr broTpi boros bgt zuzur buat yg tipe kulitnya kering ky ak, trs mayan pricey buat dompet mahasiswa",Asli
sherliewang,19 - 24,"Oily, Medium Light, Neutral",6 months - 1 year,Tiktok Shop,5,Ya,"Perfect skincare for skin barrier!! Skin barrier ku sempat parah dan juga kulit jadi merah merah sensitif tpi ku pakai moist ini jdi lama lama sembuh dan juga kulit ku jdi lebih kenyal moist gtun, setelah exfo boleh jg pake moist ini tpi diperhatikan kandungan produknya lgi",Asli
Indahpradithaary,25 - 29,"Dry, Medium, Warm",1 month - 3 months,Shopee,4,Ya,"Dikasih sodara buat nyobai. Produk barrier mosturizer yg ada kandungan ceramidenya. Teksturnya enak, feels dipakai juga enak. Gabikin gerah, gampang meresap, tapi pakainya jangan banyak2 supaya ga repot utk ngeblend dan meresap dikulitnya. Harganya moderate. Gampang dicari. Rekomen buat dicoba",Asli
wulanseptya_,19 - 24,"Dry, Medium Light, Warm",6 months - 1 year,Shopee,5,Ya,"first moisturizer that really helps my skin problems! Permasalahan kulit aku yang sering kusam, kering, bruntusan, beneran teratasi :''Kalo jidat lagi beruntusan, terus dipake ini malam, besoknya hilang donggg! udah repurchase sampai 4x, tapi makin kesini makin banyak moist yang bagus dan harganya lebih affordable jadi udah ganti deh. Belinya di official store ya soalnya pernah beli di toko oren antah berantah yang bukan official daaann aku dapat yang KW. Aku bandingkan dengan sisa moist yang ori dari structure, dan dampak yang timbul di muka juga beda :( mukaku malah jadi kusam deh.Walaupun udah ga pake lagi tapi ini tetap jadi moist fav akuu",Asli
Hyuanjani,25 - 29,"Combination, Medium, Neutral",More than 1 year,Shopee,5,Ya,"moisturizer ini aku pake udah hampir 3tahun, jujur moist ini bisa banget ngebantu perbaiki skim barrier aku yang bisa dibilang sempet rusak parah dan gampang jerawatan dan super sensitif juga, emang agak pricey untur seukuran itu tapi belum nemu yang sebagus ini dg harga affordableðŸ˜­",Asli
raisyadwi,18 and Under,"Oily, Medium, Neutral",1 week - 1 month,Traditional Market,4,Ya,"pake nya udah lumayan lama tapi review nya baru sekarang, waktu pake itu beberapa kali aku langsung tau kalo aku nggak cocok pake ini mungkin karena emang kulit aku nggak bersahabat dengan ceramide, waktu pake itu dimalam hari paginya muka aku langsung oily banget tapi dia cukup lengket untuk dijadiin base makeup, jadi ya tergantung kulit Masing2",Asli
anyakusuma,19 - 24,"Oily, Medium Light, Neutral",1 month - 3 months,Lazada,5,Ya,"Beli karena heboh banget di Tiktok dan media sosial lainnya. Teksturnya ringan banget, cepat menyerap dan gak bikin kulit terasa greasy. Packagingnya jar, cukup makan tempat kalo dibawa pas travelling. Untungnya moisturizer ini gak ada bau atau wangi aneh sih, gak mengganggu pas digunakan di wajah. Untuk harga sih menurutku pribadi cukup mahal ya untuk ukuran segitu.",Asli
florenciaa_,19 - 24,"Oily, Light, Warm",6 months - 1 year,XBeauty by Female Daily,4,Ya,"Pertama kali beli produk ini tuh di BandungxBeauty dan udah abis around 8 jar selama hampir setahun ini. Awalnya penasaran beli karena produknya hype banget dan aku ngerasa ini bisa jadi alternatif dari moisturizer dengan kandungan serupa tapi lebih pricey, setelah pakai, so far so good! Menurutku produknya melembabkan, enggak bikin kulitku yang super oily jadi 'berat', tapi juga ini enggaa mengontrol minyak yaa (wajar karena fokus produknya emang enggak ke situ). Buat kulitku yang emang gampang kemerahan, produknya lumayan meredakan kemerahan, tapi yaa so so ajaa. Jarnya juga hygiene soalnya udah ada spatula buat ngambil produknya xixixixixi. Produknya juga aman dipakai under makeup yaa, enggak bikin pilingðŸ‘",Asli
Aninditadna,19 - 24,"Oily, Light, Cool",1 month - 3 months,Tiktok Shop,4,Ya,"pelembab ini teksturnya pas di kulit dan ga bikin berminyak dibanding varian yg pink. gaada wanginya sama sekali, gampang meresap setelah di apply, terus jg bsa dipake bareng skincare dgn kandungan aktif (terutama bareng retinol sama exfo aha bha). tp efek yg ak rasain cmn moist di muka aja gaada efek gmn2 buat jerawat ataupun bruntusan.",Asli
fitryaaaaa03,19 - 24,"Normal, Medium, Neutral",More than 1 year,Shopee,5,Ya,"Sudah banyak botol yang habis saat pakai ini, jujur gapaham bagusnya gimana karena aku kalo pakai apa-apa gapernah kasih perbandingan before-after gitu. Tapi moist ini sangat aku suka, teksturnya yang light dan ringan serta mudah serap. Pemakaian rutin pagi malam 1 bulan jg udh keliahatan bgt ke kulit. Sukaaaaaa walaupun harganya lumayan mehong ya say hihi. Tapi aku ttp repurchase utk skintific ini. love bgttt!!",Asli
jscnthnia,19 - 24,"Dry, Medium Light, Neutral",More than 1 year,Shopee,5,Ya,"OMG this is my Holy Grail. Sebelum pindah ke Aussie kurleb 2 tahun yang lalu si biru ajaib ini trending banget tapi belum sempet nyobain. Dan di aussie susah banget nyari skincare yang cocok buat aku, jujurly karena ga punya waktu banyak ya untuk searching2 produk2 haha. Jadi selalu ngandelin produk2 yang lagi booming di indonesia. Buat dapetinnya sendiri susah banget karna harus Jastip! + Mahal banget buat bayar jastipnya haha.Tapi akhirnya nyobain dan langsung dibuat jatuh cinta sama dia. Kalo dihitung2, mungkin aku udah ngabisin 15 botol lebih yg 80ml karna selalu beli yg besar buat stock & pakai ðŸ˜‚Please buat kalian yang struggle sama skin barrier, kulit kering, sensitif, apapun itu pastiiii jatuh cinta sama produk iniii.",Asli
khafmaa,25 - 29,"Combination, Medium, Warm",1 month - 3 months,Tiktok Shop,4,Ya,"Ga pahaaaam kenapa banyak yg suka sama moist ini. Mungkin emang cocok2an ya. Di aku kurag cocok. Wajahk tipe yg berminyak. Moist ini klo dipake di pagi-siang kerasa berat dan bikin wajah aku makin berminyak. Kecuali kalo kalian ada di ruanganber-AC mungkin enak ya. Jadi aku pake malam aja, kalo malam enak besoknya wajah langsung lembut. Tapi aku tetep kurang suka untuk wajahku. Nanti mau coba varian lain. Untuk harga standar.",Asli
Fagumelar,30 - 34,"Combination, Medium Light, Neutral",1 month - 3 months,Shopee,4,Ya,"Memilih moisturizer dengan kulit wajah berjenis kombinasi+acne+sensitif menjadi tantangan tersendiri buat saya. moisturizer drugstore yg pernah saya beli hampir selalu tidak cocok.Tapi melihat iklan dan testi banyak yg cocok,akhirnya membuat saya memberanikan diri mencoba skintific.Awal pemakaian ga ngaruh apa2 walaupun memang wajah tampak agak berminyak dan kusam. Setelah hampir 1mgg pemakaian, ternyata timbul jerawat1-2 biji dan sedikit beruntusðŸ¥². Sedih sih karena ternyata produk hype dan cocok di banyak orang ini ga cocok juga dikulit saya.Saya kasih ke kakak, ternyata cocok.ðŸ¥¹Perjuangan saya mencari moisturizer drugstore yg cocok ternyata masihharus terus berlanjut ðŸ« ",Asli
alphalive,25 - 29,Unknown,6 months - 1 year,Tokopedia,5,Ya,"Cocok di muka, membuat kulit lebih halus. Cukup melembapkan wajah. Kemerahan di wajah juga berkurang dengan penggunaan yang konsisten. Muka jadi lebih terhindar dari jerawat setelah penggunaan produk ini.",Palsu
cloudy_,25 - 29,"Combination, Medium Light, Warm",3 months - 6 months,Shopee,5,Ya,"pertama pakai moist dan langsung jatuh hati, awal beli coba2 karena review nya bagus, akhirnya repeat order ke 3x nya,, harga pricey but worth it. Tekstur ringan banget cocok dipakai harian, wanginya soft dan cocok di kulit aku yang combinasi.. luv best pokoknya untuk moist iniðŸ©µ",Asli
larasssss,19 - 24,"Combination, Medium Light, Cool",6 months - 1 year,Shopee,5,Ya,"mositnyaa emng juara siii, apa lagi dulu aku pernah jerawatan parahh, jadi aku balik ke basic skincare. Alhamdulillah sekarang udahh mendingan bgtttt. taapii yaaa emng agak priceeee harganyaaa. TAPI BAGUS BGT KOâ¤ï¸â¤ï¸â¤ï¸",Asli
Dyauliap,19 - 24,"Dry, Medium, Neutral",3 months - 6 months,Shopee,3,Ya,"Produknya oke bgt, melembabkan dan memperbaiki skin barrier, tp sayang harganya bikin agak nangis yaa kalo pas lagi ga ada promo ðŸ˜­Kalau mau beli, better yg versi gedenya sekalian, krn jatuhnya lebih hemat sii",Asli
rismahndynii,19 - 24,"Combination, Medium Light, Neutral",1 month - 3 months,Watson,5,Ya,"Worth to buy banget nih produk, meskipun harga mehong tapi sesuai claim memperbaikin skin barrier yang rusak. Aman untuk kulit yang sensitive dan melembabkan kulit. Dan kalo dipake tuh rasa nya bikin adem gitu di kulit",Asli
uulyamel,19 - 24,"Combination, Medium, Neutral",1 month - 3 months,Brand Website,5,Ya,"Sesuai sperti claim produknya bisa memperbaiki skin barrier yg rusak, tekstur ringan dan cocok bagi kulit yg sensitif. Meskipun harganya terbilang mahal tp worth it dengan hasil penggunanya selama beberapa bulan ini.",Asli
bellamaswati,25 - 29,"Combination, Medium, Neutral",More than 1 year,Shopee,5,Ya,Ini moist kecintaanku yg paling cocok di kulit ku tekstur nya kayak gel ringan banget di kulit cepet myerah juga gak nambah berminyak ataupun lengket di kulit ku yg kombinasi berminyak aja di tetep buat kulit sehat dan kenyal gitu loh pokoknya aku selalu beli yg size besar kalo yg jar boros banget wkwk,Asli
Mozdalifah,25 - 29,"Normal, Medium Light, Neutral",3 months - 6 months,Traditional Market,5,Ya,"Awalnya aku penasaran itu karena banyak banget yang seliweran di tiktok. Karena moisturizer punyaku juga udah habis, akhirnya aku beli lah skintific 5x ceramide di toko kosmetik terdekat. Ga nyangka, ini beneran sesuai claim... Nampol bikin wajah ketarik dan lembabâœ¨âœ¨âœ¨ malemnya pake ini besoknya langsung semriwing chalming â¤ï¸",Asli
Maria_R,25 - 29,"Combination, Medium, Warm",1 month - 3 months,Shopee,3,Ya,"Awalnya beli ini karena cocok pake yg travel size. Bikin calming di muka terus lembab, pokoknya bikin kulit aku yg waktu itu lagi bruntusan agak better. Tapi setelah beli yg jar gede makin lama jadi makin biasa aja. Kayak gak ngaruh apa2 di kulit aku. Sekarang malah lagi bruntusan lagi wajahku.",Asli
valentami95,25 - 29,"Normal, Medium Light, Neutral",1 week - 1 month,Watson,5,Ya,"Baru pertama kali coba dan cocok banget di kulitku! Texture dan moistnya bener2 pas untuk kulit normal cenderung kering. Lumayan mengurangi flek hitam, bekas jerawat dan texture kulit yang mulai keliatan kasar. Biar efektif mencerahkan wajah, bisa dikombinasikan dengan serum vitamin C. Pemakaian 2x sehari pagi & malam.",Asli
lyfewithjan_,19 - 24,"Oily, Medium Light, Neutral",6 months - 1 year,Shopee,4,Ya,"Oily & acne prone skinIt works tp ga se-wow yg org blg, tp depends on ur skin jg. For me it does reduce blemishes tp ga significant. Makin dipake makin ga ngefek di aku. Jar pertama bikin kulit aku lumayan mulus si, free from acne n blemishes for a month.",Asli
pocangel_ika,25 - 29,"Oily, Light, Neutral",6 months - 1 year,Shopee,5,Ya,"Moist aku yang paling cocok dan ngaruh ya ini. Dari tekstur, gel putih dan mudah di blend. Selama pakai moist ini. Rasanya enak dan ringan di muka. Terus moist ini juga cepat kering. Jadi di timpa pake foundy gak takut longsor. Malah jadi nahan banget di muka aku yang oily. Cocok, kulit aku oily",Asli
serealls,19 - 24,"Oily, Medium, Warm",1 week - 1 month,Shopee,4,Ya,"di muka aku, moist ini skill nya cuman moist aja, ga lebih ga kurang, cobain karena viral claimnya bagus2 pas coba yaa not bad but not that good, habis dalam waktu sebulanan, tekstur okesih gel cocok di muka oily, cepat meresap juga, repurchase? ga dulu syay, terlalu pricey dengan botol seimut itu untuk aku",Asli
rifanitiara,19 - 24,"Dry, Medium Light, Neutral",6 months - 1 year,Shopee,5,Ya,"Moisturizer pertama yang bener2 nyaman dikulit dan ngga bikin perih. Buat aku skintype-nya dryskin bener2 ngelembabin, walaupun bikin kantong boros. Besttt sihðŸ«¶ðŸ»Cuma skrng lagi beralih coba2 skincare dari brand lain biar banyak refrensi",Asli
Nadakrisyifa,19 - 24,"Oily, Medium, Neutral",3 months - 6 months,Shopee,5,Ya,Moist yang paling nyaman dipakai dimuka ku yang berminyak dan kusam. Gampang nyerapnya dan gak bikin lengket dikulit. Pakai ini sebulan wajah kerasa banget jadi bersih dan sehat gak buat kulit kusam. Minus nya cuma diharga yang sangat pricey buat ukuran segitu. Dan cepet banget habisðŸ˜­,Asli
Jeniapep,25 - 29,"Combination, Light, Cool",1 week - 1 month,Traditional Market,5,Ya,"Recomend buat yang pengen kulit lebih terasa lembut,tapi harus pemkaian rutin dan bersabar.karena efeknya lumayan lama jadi harus rutin.tapi sejauh ini untuk kulit sensitif masih oke di pake,dan bisa di jadiin skinprep juga.recomen sejauh iniâœ¨ðŸ«°ðŸ»",Asli
Nasifah94,25 - 29,"Dry, Medium, Warm",1 month - 3 months,Tiktok Shop,5,Ya,"Ini jadi moisturizer andalanku sekarang kalo kulit ku lagi rewel. Kulitku kering, dehidrasi, sensitif. Aku cobain pake ini okeey. Ga ada breakout sma sekali. Malah dia bikin calming kulitku. Harus dipakai sama toner biar kulit ku lebih lembab. Teksturnya sukaa pol. Gel yg ringan, dan mudah meresap.",Asli
sechaa,19 - 24,"Oily, Medium Light, Neutral",1 month - 3 months,Shopee,5,Ya,"pernah breakout parah karna stress. trs aku cobain produk satu ini dan bener2 meredakan jerawat. beneran bagus buat memperbaiki skin barrier. buat klian yg oily skin gausa takut buat cobain produk ini karna dia ga berminyak, ringan bgt trs gampang nyerap di kulit",Asli
v3annisa,30 - 34,"Oily, Medium, Warm",1 week - 1 month,Shopee,5,Ya,"muka sempet breakout gara2 pake vitacid. jerawat hilang satu tumbuh tiga, asli kesel banget. akhirnya back to basic dulu nyobain ini. pagi2 muka lebih halus dan calm. vitacid tetep dipake as acne spot dan bekasnya. dan jadi ga breakout lagi",Asli
